OBJECTID,CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD_ASISITENCIAL,CODPAT,DEPENDENCIA_PATRIMONIAL,CODFU,DEPENDENCIA_FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL,X,Y,CalidadGeocodificacion
691,350173,HOSPITAL SAN ROQUE LAS PALMAS DE GRAN CANARIA,"DOLORES DE LA ROCHA, 5",928012630,928012615,928316048,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,05,CANARIAS,35001,162,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,direccionmedica@hospitalessanroque.com,1,2,3,1,1,1,0,1,3,1,1,1,0,-15.413379936,28.099026,PointAddress
692,350192,CLÍNICA BANDAMA,"LA TORNERA, 16 (TAFIRA ALTA)",928350050,928350054,928353264,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,05,CANARIAS,35017,64,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,bandama@clinicabandama.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.4620875219999,28.0551049000001,PointAddress
693,350206,HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO,"LEÓN Y CASTILLO, 407",928499900,928499910,928266627,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,05,CANARIAS,35007,187,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,jpetit@hpshospitales.com,1,2,0,1,1,0,0,0,0,0,1,1,0,-15.430160556,28.1373905900001,PointAddress
694,350228,HOSPITAL DOCTOR JOSÉ MOLINA OROSA,"CTRA. ARRECIFE-TINAJO, KM. 1,3",928595103,,928815034,350043,Arrecife,35,LAS PALMAS,05,CANARIAS,35500,292,1,GENERAL,1,SEGURIDAD SOCIAL,8,SERVICIO CANARIO DE SALUD,S,N,N,,N,N,N,,N,ftolrod@gobiernodecanarias.org,1,1,0,0,0,0,0,0,0,0,1,0,9,-13.5661152179999,28.9744142910001,Manual
695,350249,HOSPITAL INSULAR DE LANZAROTE,"JUAN DE QUESADA, S/N",928810000,,928812263,350043,Arrecife,35,LAS PALMAS,05,CANARIAS,35500,80,13,GERIATRÍA Y/O LARGA ESTANCIA,7,DIPUTACIÓN O CABILDO,16,DIPUTACIÓN O CABILDO,S,N,N,,N,N,N,,S,domingodeguzman@cabildodelanzarote.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5433692889999,28.9619833690001,StreetName
696,350252,HOSPITAL GENERAL DE FUERTEVENTURA,"CTRA. AEROPUERTO, KM. 1",928862000,928862298,928862137,350173,Puerto del Rosario,35,LAS PALMAS,05,CANARIAS,35600,131,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,N,N,,N,N,N,,N,gerenciafue.scs@gobiernodecanarias.org,1,1,0,0,0,0,0,0,0,0,1,0,14,-13.8692290609999,28.4893974880001,Manual
697,350265,"QUINTA MÉDICA DE REPOSO, S.A.","PALMA ROMERO, 7",928640050,,928641407,350213,Santa Brígida,35,LAS PALMAS,05,CANARIAS,35300,78,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,admision@quintamedica.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.4993941499999,28.03036244,StreetName
698,350271,HOSPITAL DE SAN ROQUE GUÍA,"CUESTA DE CARABALLO, 1",928882000,,928888221,350234,Santa María de Guía de Gran Canaria,35,LAS PALMAS,05,CANARIAS,35450,0,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,N,N,S,350332,N,N,N,,N,hospitaldrnegrin@gobiernodecanarias.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.6274633959999,28.1345271880001,Manual
699,350287,HOSPITAL CIUDAD DE TELDE,"MISTER BLISSE, S/N  URB. LA ESTRELLA",928707555,,928707554,350265,Telde,35,LAS PALMAS,05,CANARIAS,35212,219,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,contabilidad.hct@grupoicot.es,1,1,0,0,0,0,0,0,0,0,0,0,0,-15.38244,28.00629,Postal
700,350290,COMPLEJO HOSPITALARIO UNIVERSITARIO INSULAR-MATERNO INFANTIL,"AV. MARÍTIMA DEL SUR, S/N",928444000,928445000,928444732,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,05,CANARIAS,35016,916,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,S,N,,N,N,S,,N,gerenchuimi.scs@gobiernodecanarias.org,3,2,3,1,2,1,0,0,3,0,3,1,20,-15.424055,28.067808002,Postal
701,350304,HOSPITAL CLÍNICA ROCA (ROCA GESTIÓN HOSPITALARIA),"BUGANVILLA, 1 (SAN AGUSTÍN)",928769004,,928761248,350192,San Bartolomé de Tirajana,35,LAS PALMAS,05,CANARIAS,35100,81,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,info@clinicaroca.com,1,1,0,0,0,0,0,0,0,0,2,1,6,-15.5424226119999,27.7728725650001,StreetAddress
702,350311,HOSPITAL UNIVERSITARIO  DE GRAN CANARIA DR. NEGRÍN,"BARRANCO DE LA BALLENA, S/N",928450001,928450108,928449085,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,05,CANARIAS,35010,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,N,S,350332,N,N,S,,N,hospitaldrnegrin@gobiernodecanarias.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.444838395,28.120449851,Manual
703,350326,HOSPITEN LANZAROTE (CLÍNICAS DEL SUR S.L.U.),"LOMO GORDO, S/N",928596100,,928515635,350287,Tías,35,LAS PALMAS,05,CANARIAS,35510,61,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,lanzarote@hospiten.com,1,1,0,0,0,0,0,0,0,0,1,1,0,-13.6462862669999,28.939555,Postal
704,350332,COMPLEJO HOSPITALARIO UNIVERSITARIO DE GRAN CANARIA DR. NEGRÍN,BARRANCO DE LA BALLENA S/N,928450001,,928449085,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,05,CANARIAS,35010,828,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,S,N,,N,N,S,,N,hospitaldrnegrin@gobiernodecanarias.org,2,2,2,3,4,1,0,5,2,1,1,1,89,-15.440697063,28.127500992,Manual
705,350367,HOSPITAL SAN ROQUE MASPALOMAS,"MAR DE SIBERIA, 1",928063600,,928063644,350192,San Bartolomé de Tirajana,35,LAS PALMAS,05,CANARIAS,35100,147,1,GENERAL,8,MUNICIPIO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,sebastian.sanso@hospitalessanroque.com,1,1,0,0,0,1,0,0,0,0,1,1,14,-15.6073587929999,27.750803546,StreetName
706,350389,CLÍNICA PARQUE FUERTEVENTURA,"LEÓN Y CASTILLO, ESQ. SECUNDINO ALONSO, S/N",928851500,,928532113,350173,Puerto del Rosario,35,LAS PALMAS,05,CANARIAS,35600,12,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,N,fuerteventura@parquehospitales.es,1,1,0,0,0,0,0,0,0,0,1,0,0,-13.8613005,28.499427,StreetInt
707,350390,CLINICA JORGANI,AVDA ISLAS CANARIAS 5. C.C. CALIPSO.,928346868,,928346363,350249,Teguise,35,LAS PALMAS,05,CANARIAS,35508,11,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,recepcion@cmjorgani.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.4836006589999,29.003095226,PointAddress
708,360010,HOSPITAL UNIVERSITARIO MONTECELO,"MOURENTE, S/N",986800000,,986800004,360388,Pontevedra,36,PONTEVEDRA,12,GALICIA,36071,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,360340,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.62922216599998,42.434553511,StreetName
709,360025,HOSPITAL PROVINCIAL DE PONTEVEDRA,"DOCTOR LOUREIRO CRESPO, 002",986800000,,986800001,360388,Pontevedra,36,PONTEVEDRA,12,GALICIA,36004,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,360340,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.63394710699993,42.4282984990001,StreetAddressExt
710,360031,HESTIA SANTA MARIA,"SANTA MARIA (DE), 9",986856562,610527859,986853619,360388,Pontevedra,36,PONTEVEDRA,12,GALICIA,36002,70,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,HESTIASANTAMARIA@HESTIASANTAMARIA.ORG,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.64741121599997,42.4324829600001,StreetAddressExt
711,360059,HOSPITAL QUIRONSALUD MIGUEL DOMINGUEZ,"FRAY JUAN NAVARRETE, 9",986856800,,986864122,360388,Pontevedra,36,PONTEVEDRA,12,GALICIA,36001,127,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,INFO@GRUPOHMD.COM,1,2,0,0,0,0,0,0,0,0,1,1,0,-8.64593604799995,42.42866,Postal
712,360101,INSTITUTO DE NEURO-REHABILITACION QUIRONSALUD PONTEVEDRA,"ANDURIQUE, 11",986856800,,986864122,360412,Poio,36,PONTEVEDRA,12,GALICIA,36163,30,14,OTROS MONOGRÁFICOS,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,INFO@GRUPOHMD.COM,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.66125872899994,42.4338188900001,StreetAddress
713,360118,HOSPITAL MEIXOEIRO,"RUA DO MEIXOEIRO, S/N",986811111,,986276416,360577,Vigo,36,PONTEVEDRA,12,GALICIA,36200,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,360368,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.68202130399993,42.215662733,StreetName
714,360157,HOSPITAL NICOLAS PEÑA,"CAMELIAS, 109",986219115,986219114,986219124,360577,Vigo,36,PONTEVEDRA,12,GALICIA,36211,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,360368,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.72950419399996,42.225528824,PointAddress
715,360160,"FREMAP, HOSPITAL DE VIGO","FELICIANO ROLAN, 12",986413033,,986413099,360577,Vigo,36,PONTEVEDRA,12,GALICIA,36203,17,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,N,N,N,,N,N,N,,N,HOSPITALDEVIGO@FREMAP.ES,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.72776761699993,42.228756,PointAddress
716,360182,HOSPITAL POVISA,"SALAMANCA, 5",986413144,,986421439,360577,Vigo,36,PONTEVEDRA,12,GALICIA,36211,573,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,S,POVISA@POVISA.ES,2,3,1,1,1,1,0,1,1,0,1,0,23,-8.72782782099995,42.223435554,PointAddress
717,360195,HOSPITAL HM VIGO,"MANUEL OLIVIE, 11",986411466,,986485510,360577,Vigo,36,PONTEVEDRA,12,GALICIA,36203,12,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,PJGARCIA@HMHOSPITALES.COM,1,1,0,0,0,0,0,0,0,0,1,0,0,-8.72227456899998,42.2296006380001,PointAddress
718,360209,VITHAS HOSPITAL NOSA SEÑORA DE FATIMA,"VIA NORTE, 48",986821100,,986480062,360577,Vigo,36,PONTEVEDRA,12,GALICIA,36206,200,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,INFOVIGO@VITHAS.ES,1,1,1,1,0,1,0,0,1,0,1,0,5,-8.70922112799997,42.234313727,PointAddress
719,360216,CONCHEIRO CENTRO MEDICO QUIRURGICO,"MADRID, 4",986413244,,986419908,360577,Vigo,36,PONTEVEDRA,12,GALICIA,36204,40,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,ACONCHEIRO@CENTROMEDICOCONCHEIRO.COM,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.71896874799995,42.2284048540001,PointAddress
720,360255,CENTRO MEDICO PINTADO,"HISPANIDADE, 40",986413300,,986412968,360577,Vigo,36,PONTEVEDRA,12,GALICIA,36203,12,5,MATERNO-INFANTIL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.72895694299996,42.23008185,PointAddress
721,360268,SANATORIO PSIQUIATRICO SAN JOSE,"TOMAS A ALONSO, 89",986235606,,986211249,360577,Vigo,36,PONTEVEDRA,12,GALICIA,36208,48,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,PSSANJOSE@HOTMAIL.COM,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.73741923199998,42.224049671,PointAddress
722,360274,CLINICA RESIDENCIA EL PINAR,"VELLA MADRID, 120",986266400,,986267733,360577,Vigo,36,PONTEVEDRA,12,GALICIA,36214,84,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,GERENCIA@HOSPITALELPINAR.COM,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.68198025399994,42.221238521,PointAddress
723,360340,COMPLEXO HOSPITALARIO UNIVERSITARIO DE PONTEVEDRA,"MOURENTE, S/N",986800000,,986800004,360388,Pontevedra,36,PONTEVEDRA,12,GALICIA,36071,605,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,S,N,,N,N,S,,N,,2,1,0,1,1,0,0,0,0,0,2,0,45,-8.62922216599998,42.434553511,StreetName
724,360353,HOSPITAL DO SALNES (*),"HOSPITAL DO SALNES, 30",986568000,,986568001,360600,Vilagarcía de Arousa,36,PONTEVEDRA,12,GALICIA,36619,122,1,GENERAL,6,COMUNIDAD AUTÓNOMA,7,SERVICIO GALLEGO DE SALUD-SERGAS,N,N,N,,N,N,N,,N,,1,1,0,0,0,0,0,0,0,0,1,0,0,-8.72723632399993,42.573938264,Manual
725,360368,COMPLEXO HOSPITALARIO UNIVERSITARIO DE VIGO,"CLARA CAMPOAMOR, 341",986816000,,986816029,360577,Vigo,36,PONTEVEDRA,12,GALICIA,36312,1273,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,S,N,,N,N,N,,N,,7,3,3,2,4,0,0,4,3,1,3,1,68,-8.71818425699996,42.190399719,StreetName
726,360379,HOSPITAL UNIVERSITARIO ALVARO CUNQUEIRO,"CLARA CAMPOAMOR, 341",986811111,,986825173,360577,Vigo,36,PONTEVEDRA,12,GALICIA,36312,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,360368,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.71818425699996,42.190399719,StreetName
727,370016,COMPLEJO ASISTENCIAL UNIVERSITARIO DE SALAMANCA,"Pº DE SAN VICENTE, 58-182",923291100,,923291131,372745,Salamanca,37,SALAMANCA,07,CASTILLA Y LEÓN,37007,914,1,GENERAL,9,ENTIDADES PÚBLICAS,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,S,N,,N,N,S,,N,gerencia.husa@saludcastillayleon.es,3,4,3,2,3,0,0,2,1,1,5,1,53,-5.67288957099993,40.964171563,PointAddress
728,370037,HOSPITAL UNIVERSITARIO DE SALAMANCA,"Pº DE SAN VICENTE, 58-182",923291100,923291200,923291131,372745,Salamanca,37,SALAMANCA,07,CASTILLA Y LEÓN,37007,0,1,GENERAL,1,SEGURIDAD SOCIAL,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,N,S,370016,N,N,S,,N,gerencia.husa@saludcastillayleon.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.67501256999998,40.963784382,Manual
729,370055,HOSPITAL GENERAL DE LA SANTÍSIMA TRINIDAD,"Pº DE CARMELITAS, 74-94",923269300,,923269787,372745,Salamanca,37,SALAMANCA,07,CASTILLA Y LEÓN,37007,106,1,GENERAL,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,S,,S,direccionmedica@fhgst.es,1,1,1,0,1,0,0,0,1,0,1,1,0,-5.66814004799994,40.9678049120001,PointAddress
730,370074,HOSPITAL LOS MONTALVOS,"CARRETERA CIUDAD RODRIGO, S/N",923330163,923330164,923330418,370877,Carrascal de Barregas,37,SALAMANCA,07,CASTILLA Y LEÓN,37192,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,35,SANIDAD CASTILLA Y LEÓN-SACYL,N,N,S,370016,N,N,N,,N,gerencia.husa@saludcastillayleon.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.74050495499995,40.926513378,Manual
731,380012,COMPLEJO HOSPITALARIO UNIVERSITARIO NTRA. SRA. DE CANDELARIA,"CTRA. DEL ROSARIO, 145",922602000,,922602334,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38010,1066,1,GENERAL,1,SEGURIDAD SOCIAL,8,SERVICIO CANARIO DE SALUD,S,S,N,,N,N,S,,N,jdelsanx@gobienodecanarias.org,3,2,3,2,2,1,0,3,3,1,3,1,35,-16.2846129509999,28.4496382360001,PointAddress
732,380027,HOSPITAL UNIVERSITARIO NUESTRA SEÑORA DE CANDELARIA,"CTRA. DEL ROSARIO, 145",922602000,,922602334,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38010,0,1,GENERAL,1,SEGURIDAD SOCIAL,8,SERVICIO CANARIO DE SALUD,S,N,S,380012,N,N,S,,N,jdelsanx@gobiernodecanarias.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.2848451409999,28.448296068,Manual
733,380033,HOSPITAL DE OFRA,"LA CUESTA, S/N",922602000,,922602466,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38008,0,1,GENERAL,1,SEGURIDAD SOCIAL,8,SERVICIO CANARIO DE SALUD,S,N,S,380012,N,N,S,,N,jdelsanx@gobiernodecanarias.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.2746349,28.4695800000001,Postal
734,380048,UNIDADES CLÍNICAS Y DE REHABILITACIÓN DE SALUD MENTAL,"DOMINGO JOSÉ MANRIQUE, 2",922678061,,922241841,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38006,0,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,N,S,380326,N,N,S,,N,dirgerhuc.scs@gobiernodecanarias.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.267857369,28.4700703140001,Manual
735,380051,HOSPITAL FEBLES CAMPOS,"DOMINGO JORGE MANRIQUE, 2",922843300,,922241841,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38006,258,13,GERIATRÍA Y/O LARGA ESTANCIA,7,DIPUTACIÓN O CABILDO,16,DIPUTACIÓN O CABILDO,N,N,N,,N,N,S,,S,epifanio@iass.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.2605812099999,28.4612590900001,PointAddress
736,380064,HOSPITAL SAN JUAN DE DIOS,"CTRA. GENERAL  NORTE, 53",922645511,,922661208,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38009,152,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,Juan.Deleon@sjd.es,1,1,0,1,0,0,0,0,0,0,0,0,0,-16.2716424999999,28.452751032,Postal
737,380086,HOSPITAL QUIRÓN TENERIFE,"POETA RODRÍGUEZ HERRERA, 1",922280700,,922270908,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38006,187,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,info.tenerife@quiron.es,1,1,0,1,0,0,0,0,0,0,1,1,20,-16.266607161,28.4709208990001,PointAddress
738,380099,VITHAS HOSPITAL SANTA CRUZ,"ENRIQUE WOLFSON, 8",922534733,,922281166,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38006,61,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,infotenerife@vithas.es,1,1,0,0,0,1,0,0,0,0,1,0,0,-16.259205505,28.4715553520001,PointAddress
739,380103,"CLÍNICA PARQUE, S.A.","MÉNDEZ NÚÑEZ, 40",922274400,922274400,922247674,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38002,64,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,contabilidad@parquehospitales.es,1,1,0,0,0,0,0,0,0,0,1,1,0,-16.253780747,28.4704402840001,PointAddress
740,380146,HOSPITEN SUR,"SIETE ISLAS, 8 (PLAYA DE LAS AMÉRICAS)",922750022,,922793618,380064,Arona,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38660,242,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,clisur@hospiten.es,1,2,0,1,1,0,0,0,0,0,1,1,27,-16.725182,28.05818,Manual
741,380178,HOSPITAL UNIVERSITARIO DE CANARIAS (H.U.C),"OFRA, S/N",922678061,,922653808,380239,San Cristóbal de La Laguna,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38320,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,N,S,380326,N,N,N,,N,dirgerhuc.scs@gobiernodecanarias.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.291811933,28.4570451220001,Manual
742,380197,HOSPITAL DE LA SANTÍSIMA TRINIDAD,CAMINO LAS GAVIOTAS Nº 22. BARRIO DEL BUEN PASO,922604510,,922321456,380223,Icod de los Vinos,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38430,99,13,GERIATRÍA Y/O LARGA ESTANCIA,7,DIPUTACIÓN O CABILDO,16,DIPUTACIÓN O CABILDO,N,N,N,,N,N,N,,S,epifanio@iass.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.719720561,28.371295,Postal
743,380201,CLÍNICA VIDA,"MAGNOLIAS, 2 (URBANIZACIÓN SAN MIGUEL)",922330550,,922331862,380260,"Orotava, La",38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38312,31,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,clinicasvida@clinicasvida.es,1,0,0,0,0,1,0,0,0,0,0,0,0,-16.5456475,28.390406093,Postal
744,380223,HOSPITAL BELLEVUE,"ALEMANIA, 4 (URB. SAN FERNANDO)",922368822,,922370312,380282,Puerto de la Cruz,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38400,195,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,bellevue@hospiten.com,1,1,0,0,0,0,0,0,0,0,1,1,4,-16.544534569,28.407308029,PointAddress
745,380244,HOSPITAL NUESTRA SEÑORA DE GUADALUPE,"EL LANGRERO, S/N",922140200,922140219,922140250,380368,San Sebastián de la Gomera,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38800,40,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,N,N,N,,N,N,N,,N,gersangom@gobiernodecanarias.org,1,0,0,0,0,0,0,0,0,0,1,0,9,-17.130247556,28.1045050720001,Manual
746,380260,HOSPITAL NUESTRA SEÑORA DE LOS DOLORES,"SAN VICENTE DE PAÚL, 1",922423204,,922420552,380374,Santa Cruz de la Palma,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38700,144,13,GERIATRÍA Y/O LARGA ESTANCIA,7,DIPUTACIÓN O CABILDO,16,DIPUTACIÓN O CABILDO,N,N,N,,N,N,N,,S,jose.regidor@cablapalma.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.76358197,28.6858348640001,PointAddress
747,380276,HOSPITAL INSULAR NTRA. SRA. DE LOS REYES,"LOS BARRIALES, 1",922553500,,922553512,380488,Valverde,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38900,32,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,N,N,N,,N,N,N,,N,gerenciaseh.scs@gobiernodecanarias.org,1,0,0,0,0,0,0,0,0,0,1,0,9,-17.915504018,27.8142629930001,Manual
748,380282,HOSPITAL QUIRÓN COSTA ADEJE,URBANIZACIÓN SAN EUGENIO,922752626,,922796570,380012,Adeje,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38660,62,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,admision.adj@quiron.es,1,1,0,0,0,0,0,0,0,0,1,0,0,-16.7336297909999,28.0797973620001,StreetName
749,380295,HOSPITAL RAMBLA S.L.,"RAMBLA SANTA CRUZ, 115",922291600,,922291088,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38001,97,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,alicia.fernaud@hospiten.com,1,1,1,1,1,0,0,0,1,0,1,1,0,-16.251489723,28.4749141120001,PointAddress
